id,name,lat,lon,address,size,district,pop_time_Monday_0,pop_time_Monday_1,pop_time_Monday_2,pop_time_Monday_3,pop_time_Monday_4,pop_time_Monday_5,pop_time_Monday_6,pop_time_Monday_7,pop_time_Monday_8,pop_time_Monday_9,pop_time_Monday_10,pop_time_Monday_11,pop_time_Monday_12,pop_time_Monday_13,pop_time_Monday_14,pop_time_Monday_15,pop_time_Monday_16,pop_time_Monday_17,pop_time_Monday_18,pop_time_Monday_19,pop_time_Monday_20,pop_time_Monday_21,pop_time_Monday_22,pop_time_Monday_23,pop_time_Tuesday_0,pop_time_Tuesday_1,pop_time_Tuesday_2,pop_time_Tuesday_3,pop_time_Tuesday_4,pop_time_Tuesday_5,pop_time_Tuesday_6,pop_time_Tuesday_7,pop_time_Tuesday_8,pop_time_Tuesday_9,pop_time_Tuesday_10,pop_time_Tuesday_11,pop_time_Tuesday_12,pop_time_Tuesday_13,pop_time_Tuesday_14,pop_time_Tuesday_15,pop_time_Tuesday_16,pop_time_Tuesday_17,pop_time_Tuesday_18,pop_time_Tuesday_19,pop_time_Tuesday_20,pop_time_Tuesday_21,pop_time_Tuesday_22,pop_time_Tuesday_23,pop_time_Wednesday_0,pop_time_Wednesday_1,pop_time_Wednesday_2,pop_time_Wednesday_3,pop_time_Wednesday_4,pop_time_Wednesday_5,pop_time_Wednesday_6,pop_time_Wednesday_7,pop_time_Wednesday_8,pop_time_Wednesday_9,pop_time_Wednesday_10,pop_time_Wednesday_11,pop_time_Wednesday_12,pop_time_Wednesday_13,pop_time_Wednesday_14,pop_time_Wednesday_15,pop_time_Wednesday_16,pop_time_Wednesday_17,pop_time_Wednesday_18,pop_time_Wednesday_19,pop_time_Wednesday_20,pop_time_Wednesday_21,pop_time_Wednesday_22,pop_time_Wednesday_23,pop_time_Thursday_0,pop_time_Thursday_1,pop_time_Thursday_2,pop_time_Thursday_3,pop_time_Thursday_4,pop_time_Thursday_5,pop_time_Thursday_6,pop_time_Thursday_7,pop_time_Thursday_8,pop_time_Thursday_9,pop_time_Thursday_10,pop_time_Thursday_11,pop_time_Thursday_12,pop_time_Thursday_13,pop_time_Thursday_14,pop_time_Thursday_15,pop_time_Thursday_16,pop_time_Thursday_17,pop_time_Thursday_18,pop_time_Thursday_19,pop_time_Thursday_20,pop_time_Thursday_21,pop_time_Thursday_22,pop_time_Thursday_23,pop_time_Friday_0,pop_time_Friday_1,pop_time_Friday_2,pop_time_Friday_3,pop_time_Friday_4,pop_time_Friday_5,pop_time_Friday_6,pop_time_Friday_7,pop_time_Friday_8,pop_time_Friday_9,pop_time_Friday_10,pop_time_Friday_11,pop_time_Friday_12,pop_time_Friday_13,pop_time_Friday_14,pop_time_Friday_15,pop_time_Friday_16,pop_time_Friday_17,pop_time_Friday_18,pop_time_Friday_19,pop_time_Friday_20,pop_time_Friday_21,pop_time_Friday_22,pop_time_Friday_23,pop_time_Saturday_0,pop_time_Saturday_1,pop_time_Saturday_2,pop_time_Saturday_3,pop_time_Saturday_4,pop_time_Saturday_5,pop_time_Saturday_6,pop_time_Saturday_7,pop_time_Saturday_8,pop_time_Saturday_9,pop_time_Saturday_10,pop_time_Saturday_11,pop_time_Saturday_12,pop_time_Saturday_13,pop_time_Saturday_14,pop_time_Saturday_15,pop_time_Saturday_16,pop_time_Saturday_17,pop_time_Saturday_18,pop_time_Saturday_19,pop_time_Saturday_20,pop_time_Saturday_21,pop_time_Saturday_22,pop_time_Saturday_23,pop_time_Sunday_0,pop_time_Sunday_1,pop_time_Sunday_2,pop_time_Sunday_3,pop_time_Sunday_4,pop_time_Sunday_5,pop_time_Sunday_6,pop_time_Sunday_7,pop_time_Sunday_8,pop_time_Sunday_9,pop_time_Sunday_10,pop_time_Sunday_11,pop_time_Sunday_12,pop_time_Sunday_13,pop_time_Sunday_14,pop_time_Sunday_15,pop_time_Sunday_16,pop_time_Sunday_17,pop_time_Sunday_18,pop_time_Sunday_19,pop_time_Sunday_20,pop_time_Sunday_21,pop_time_Sunday_22,pop_time_Sunday_23
ChIJeRNG7a1XzpQRUe3coLqlwnU,Pão de Açúcar,-23.5925362,-46.6771633,"R. Clodomiro Amazonas, 955 - Vila Nova Conceição, São Paulo - SP, 04537-002, Brazil",medio,itaim bibi,0,0,0,0,0,0,0,20,35,53,70,83,88,84,74,66,65,71,76,71,58,39,19,0,0,0,0,0,0,0,0,16,37,55,68,80,88,84,75,68,66,65,61,52,40,28,17,0,0,0,0,0,0,0,0,16,28,43,59,72,78,76,67,55,47,48,55,59,52,36,18,0,0,0,0,0,0,0,0,20,35,49,64,80,91,89,76,65,65,75,82,77,59,36,17,0,0,0,0,0,0,0,0,22,37,55,74,90,99,100,92,81,74,75,81,82,70,48,25,0,0,0,0,0,0,0,0,18,36,57,71,77,78,77,74,70,69,71,72,68,56,38,22,0,0,0,0,0,0,0,0,7,17,35,56,74,81,76,65,61,68,71,66,64,62,47,23,0
ChIJMdGetkJXzpQR8hnTOn4V72E,Horti Sabor,-23.58416,-46.680511,"Rua Tabapuã, 1026 - Itaim Bibi, São Paulo - SP, 04533-003, Brazil",medio,itaim bibi,0,0,0,0,0,0,0,37,55,67,79,92,100,93,76,61,55,58,60,54,0,0,0,0,0,0,0,0,0,0,0,43,70,80,84,90,91,82,71,63,58,54,47,37,0,0,0,0,0,0,0,0,0,0,0,29,47,59,61,63,67,69,62,53,49,50,49,40,0,0,0,0,0,0,0,0,0,0,0,37,59,62,64,81,94,88,71,60,58,59,56,46,0,0,0,0,0,0,0,0,0,0,0,42,57,67,77,85,86,78,68,61,59,56,51,40,0,0,0,0,0,0,0,0,0,0,0,12,21,31,41,48,50,48,42,38,37,38,37,31,0,0,0,0,0,0,0,0,0,0,0,7,15,26,35,41,41,38,36,38,42,42,37,31,0,0,0,0
ChIJj7y2Q4JXzpQRqNOnQHamkgw,Pão de Açúcar,-23.5773214,-46.68783519999999,"Av. Brg. Faria Lima, 2232 - Jardim Paulista, São Paulo - SP, 01489-900, Brazil",medio,jardim paulista,0,0,0,0,0,0,0,0,44,70,52,55,64,66,64,61,61,64,67,65,55,41,0,0,0,0,0,0,0,0,0,0,33,50,54,58,71,84,89,84,73,61,49,40,32,24,0,0,0,0,0,0,0,0,0,0,24,35,46,56,62,63,60,56,51,49,46,43,36,27,0,0,0,0,0,0,0,0,0,0,46,61,52,53,73,82,71,59,60,66,69,64,53,38,0,0,0,0,0,0,0,0,0,0,32,52,63,73,90,100,93,79,74,79,84,78,62,40,0,0,0,0,0,0,0,0,0,0,16,28,43,59,72,81,84,83,84,88,86,67,62,58,0,0,0,0,0,0,0,0,0,0,0,12,25,43,65,85,97,99,95,93,92,73,38,0,0,0
ChIJHapGrFlXzpQRrRMzI2eirRY,Sam's Club Morumbi,-23.58687,-46.7230154,"Av. Prof. Francisco Morato, 2585 - Butanta, São Paulo - SP, 05513-300, Brazil",grande,morumbi,0,0,0,0,0,0,0,0,7,15,25,32,34,39,46,48,45,46,53,50,0,0,0,0,0,0,0,0,0,0,0,0,12,23,34,41,43,40,38,37,38,39,38,33,0,0,0,0,0,0,0,0,0,0,0,0,7,12,18,23,27,31,33,33,33,36,40,36,0,0,0,0,0,0,0,0,0,0,0,0,9,18,27,34,35,36,39,41,41,43,49,50,0,0,0,0,0,0,0,0,0,0,0,0,10,21,33,41,42,42,44,49,54,56,56,50,0,0,0,0,0,0,0,0,0,0,0,0,18,34,56,76,89,90,86,86,93,100,95,75,0,0,0,0,0,0,0,0,0,0,0,0,0,23,48,71,78,71,68,72,73,72,70,51,0,0,0,0
ChIJqw-SpvFWzpQROa316Af9qUE,Pão de Açúcar,-23.586217,-46.7214582,"Av. Prof. Francisco Morato, 2385 - Butantã, São Paulo - SP, 05513-300, Brazil",medio,butanta,0,0,0,0,0,0,0,36,65,80,74,56,45,43,47,50,52,53,58,65,69,61,43,22,0,0,0,0,0,0,0,51,74,87,85,73,61,53,50,49,46,41,37,36,39,36,22,8,0,0,0,0,0,0,0,34,59,71,63,52,48,50,52,52,51,50,51,50,45,34,22,10,0,0,0,0,0,0,0,49,75,86,79,68,63,61,58,53,49,48,50,53,50,41,29,16,0,0,0,0,0,0,0,35,73,98,88,60,43,42,49,56,60,60,60,64,71,68,50,26,0,0,0,0,0,0,0,31,62,90,100,88,69,57,56,58,58,55,54,60,67,63,45,23,0,0,0,0,0,0,0,24,41,58,68,69,64,58,54,55,58,61,62,59,51,38,24,0
ChIJzRnX4p5XzpQRuSInjP62mq0,Pão de Açúcar,-23.5640183,-46.686986,"R. Teodoro Sampaio, 1933 - Pinheiros, São Paulo - SP, 05405-200, Brazil",medio,pinheiros,0,0,0,0,0,0,11,27,42,49,53,61,70,72,68,65,68,76,82,79,67,50,31,16,0,0,0,0,0,0,0,0,34,35,42,53,61,62,58,56,58,63,66,63,54,40,26,14,0,0,0,0,0,0,13,25,34,39,44,50,54,52,47,43,45,53,63,68,64,51,35,20,0,0,0,0,0,0,20,45,55,53,58,70,75,71,64,62,67,77,85,84,74,56,37,21,0,0,0,0,0,0,25,48,54,53,63,78,88,90,85,79,78,84,94,100,93,75,51,28,0,0,0,0,0,0,12,23,38,56,73,85,91,91,88,87,89,90,85,78,77,79,68,39,0,0,0,0,0,0,0,14,28,46,64,77,81,78,71,69,75,83,86,85,77,52,22,0
ChIJA-hBFIRXzpQRx-yH166EsA4,DIA Supermercado,-23.5569503,-46.676334,"R. Teodoro Sampaio, 599 - Pinheiros, São Paulo - SP, 05405-050, Brazil",medio,pinheiros,0,0,0,0,0,0,0,0,46,86,98,76,56,56,64,71,72,66,56,83,63,0,0,0,0,0,0,0,0,0,0,0,36,67,91,95,82,69,66,70,75,74,65,53,38,0,0,0,0,0,0,0,0,0,0,0,40,61,60,44,33,33,36,34,34,42,51,46,26,0,0,0,0,0,0,0,0,0,0,0,50,67,66,56,55,60,53,38,38,64,93,84,44,0,0,0,0,0,0,0,0,0,0,0,62,81,82,71,67,75,84,85,73,54,65,100,37,0,0,0,0,0,0,0,0,0,0,0,14,26,41,53,57,53,47,43,39,38,45,55,43,0,0,0,0,0,0,0,0,0,0,0,10,28,46,53,55,59,58,50,46,52,58,46,23,0,0,0
ChIJT5hh3YFXzpQRl4w5__cW2ng,Pão de Açúcar,-23.5612387,-46.67407629999999,"R. Alves Guimarães, 50 - Pinheiros, São Paulo - SP, 05401-000, Brazil",medio,pinheiros,0,0,0,0,0,0,0,25,49,56,48,46,56,64,60,50,49,66,91,100,81,47,0,0,0,0,0,0,0,0,0,32,64,77,73,75,82,83,75,66,63,69,76,74,58,35,0,0,0,0,0,0,0,0,0,35,48,53,51,51,55,57,54,47,44,50,60,65,55,36,0,0,0,0,0,0,0,0,0,45,64,71,70,74,83,85,74,60,56,67,82,81,59,32,0,0,0,0,0,0,0,0,0,31,57,76,78,69,63,64,68,71,70,71,82,94,82,47,0,0,0,0,0,0,0,0,0,16,30,47,60,69,73,71,65,61,64,74,81,75,56,32,0,0,0,0,0,0,0,0,0,12,21,33,47,60,70,74,70,62,55,62,77,70,39,0,0,0
ChIJp3SsnoZXzpQR-PV6US6AyeU,Luzita Indústria e Comércio,-23.556271,-46.6751217,"Rua Oscar Freire, 1853 - Pinheiros, São Paulo - SP, 05409-011, Brazil",medio,pinheiros,0,0,0,0,0,0,0,28,57,70,67,75,94,100,82,57,45,56,74,76,55,27,0,0,0,0,0,0,0,0,0,41,59,58,60,77,90,82,62,50,56,71,77,66,43,20,0,0,0,0,0,0,0,0,0,51,41,27,41,58,69,71,63,50,42,50,68,73,53,23,0,0,0,0,0,0,0,0,0,44,62,55,51,69,92,95,75,50,42,56,75,76,54,25,0,0,0,0,0,0,0,0,0,77,75,27,43,76,99,97,73,46,38,52,72,76,56,27,0,0,0,0,0,0,0,0,0,14,34,49,52,55,70,85,84,65,45,42,48,46,31,12,0,0,0,0,0,0,0,0,0,0,17,33,49,62,66,59,45,33,36,55,67,51,0,0,0,0
ChIJrypQ5C9XzpQRCsHt1UzruFM,DIA Supermercado,-23.5531218,-46.690192,"R. Purpurina, 170 - Sumarezinho, São Paulo - SP, 05435-030, Brazil",medio,pinheiros,0,0,0,0,0,0,0,0,32,46,44,43,53,60,51,42,54,83,100,84,49,0,0,0,0,0,0,0,0,0,0,0,23,44,64,73,68,56,53,62,78,84,74,53,30,0,0,0,0,0,0,0,0,0,0,0,35,29,35,47,54,56,56,60,69,76,69,47,23,0,0,0,0,0,0,0,0,0,0,0,21,42,62,69,64,58,60,68,74,77,88,94,58,0,0,0,0,0,0,0,0,0,0,0,27,51,72,77,68,55,55,67,85,93,86,65,40,0,0,0,0,0,0,0,0,0,0,0,23,47,63,68,76,86,82,64,58,75,91,77,41,0,0,0,0,0,0,0,0,0,0,0,13,37,68,80,66,52,59,73,76,76,71,49,20,0,0,0
ChIJfearODVWzpQRSsho3Iz_SiM,Pão de Açúcar,-23.5539845,-46.71020349999999,"Praça Panamericana, 217 - Alto de Pinheiros, São Paulo - SP, 05461-010, Brazil",medio,alto de pinheiros,0,0,0,0,0,0,18,31,45,60,71,76,74,66,58,54,60,68,68,56,45,43,40,26,0,0,0,0,0,0,18,33,52,70,85,93,92,85,75,65,58,54,51,47,40,31,21,12,0,0,0,0,0,0,11,22,35,49,62,70,71,66,57,50,47,49,52,51,46,38,26,13,0,0,0,0,0,0,13,27,45,64,79,85,83,75,69,65,63,59,55,54,53,47,35,20,0,0,0,0,0,0,25,48,68,80,86,92,98,100,92,80,69,65,66,68,64,53,37,22,0,0,0,0,0,0,13,26,41,58,74,84,87,81,71,61,55,57,63,68,66,55,39,22,0,0,0,0,0,0,0,9,20,35,52,66,72,70,62,56,57,63,67,66,66,61,40,14
ChIJFS3HO6lXzpQR1OR24rfcL0o,Pão de Açúcar,-23.5493956,-46.6827482,"R. Heitor Penteado, 250 - Sumaré, São Paulo - SP, 03178-200, Brazil",medio,perdizes,0,0,0,0,0,0,0,15,25,36,48,57,62,61,57,53,56,68,80,80,61,35,0,0,0,0,0,0,0,0,0,14,27,43,60,74,80,79,72,65,63,65,65,57,42,25,0,0,0,0,0,0,0,0,0,13,22,33,44,51,54,51,44,38,42,57,74,73,51,24,0,0,0,0,0,0,0,0,0,27,44,37,45,60,68,68,61,57,61,71,79,74,56,34,0,0,0,0,0,0,0,0,0,32,54,63,61,63,68,68,62,54,52,67,90,100,81,46,0,0,0,0,0,0,0,0,0,14,28,46,63,74,75,68,62,65,72,73,70,71,59,31,0,0,0,0,0,0,0,0,0,3,12,28,50,72,86,84,72,60,61,72,81,75,55,30,0,0
ChIJsZvMf-5XzpQRmKzGSxItt5U,Pão de Açúcar,-23.5405847,-46.68222299999999,"Rua Apinajés, 1147 - Sumaré, São Paulo - SP, 05017-000, Brazil",medio,perdizes,0,0,0,0,0,0,0,13,21,30,39,45,49,47,42,41,46,61,77,78,60,35,0,0,0,0,0,0,0,0,0,9,17,28,39,50,57,58,54,46,42,54,83,100,77,35,0,0,0,0,0,0,0,0,0,7,14,23,33,40,43,41,35,29,32,46,64,72,61,37,0,0,0,0,0,0,0,0,0,18,26,35,42,46,48,44,40,36,42,58,78,82,64,36,0,0,0,0,0,0,0,0,0,14,21,28,35,40,41,38,35,35,46,71,96,100,77,43,0,0,0,0,0,0,0,0,0,11,20,31,43,54,61,61,56,50,47,53,68,73,51,21,0,0,0,0,0,0,0,0,0,0,9,24,47,71,84,78,59,48,62,87,82,44,0,0,0,0
ChIJARQoxPFXzpQRQkhgwmisWoA,Pão de Açúcar - Rua Apiacás - SP,-23.5383264,-46.6791716,"R. Apiacás, 747 - Perdizes, São Paulo - SP, 05017-020, Brazil",medio,perdizes,0,0,0,0,0,0,0,19,37,56,68,71,72,72,69,65,66,80,100,100,71,35,0,0,0,0,0,0,0,0,0,25,42,63,84,97,100,91,79,73,78,77,71,71,63,38,0,0,0,0,0,0,0,0,0,12,28,49,67,75,68,55,47,49,59,70,78,75,59,36,0,0,0,0,0,0,0,0,0,25,40,56,70,79,79,73,65,61,68,81,90,86,67,41,0,0,0,0,0,0,0,0,0,24,40,57,70,75,69,59,57,76,95,86,70,82,82,43,0,0,0,0,0,0,0,0,0,17,34,56,78,93,96,89,79,73,71,72,78,82,66,33,0,0,0,0,0,0,0,0,0,0,22,43,66,86,94,87,70,59,64,76,70,42,0,0,0,0
ChIJd2jYH_dXzpQRhZtEvj9kIAQ,St. Marche Perdizes Sumaré,-23.535738,-46.6739669,"Av. Sumaré, 721 - Perdizes, São Paulo - SP, 05016-090, Brazil",medio,perdizes,0,0,0,0,0,0,0,34,61,74,69,65,68,69,61,53,58,77,96,100,81,50,0,0,0,0,0,0,0,0,0,35,59,81,93,92,82,70,64,66,72,76,75,66,52,36,0,0,0,0,0,0,0,0,0,24,43,60,69,71,68,62,56,56,65,79,87,80,60,35,0,0,0,0,0,0,0,0,0,37,56,71,77,74,63,53,50,56,71,87,94,87,70,47,0,0,0,0,0,0,0,0,0,34,59,81,93,90,79,68,65,72,84,93,96,89,74,55,0,0,0,0,0,0,0,0,0,19,41,62,75,76,70,65,65,70,77,82,83,77,67,52,0,0,0,0,0,0,0,0,0,0,18,46,59,76,91,79,60,56,65,75,78,72,59,43,0,0
ChIJ0dAq-eZXzpQRtbJx_mzfeqI,St. Marche Perdizes Cotoxó,-23.5350368,-46.6871519,"R. Cotoxó, 974 - Perdizes, São Paulo - SP, 05021-001, Brazil",medio,perdizes,0,0,0,0,0,0,0,0,29,41,53,61,65,65,63,63,69,77,84,93,87,50,14,0,0,0,0,0,0,0,0,0,44,65,80,84,77,68,67,76,82,76,80,100,83,34,5,0,0,0,0,0,0,0,0,0,29,43,57,67,71,67,58,50,52,66,84,86,66,37,14,0,0,0,0,0,0,0,0,0,43,61,74,75,67,57,56,66,77,73,62,68,72,38,7,0,0,0,0,0,0,0,0,0,51,66,71,69,67,69,72,71,70,77,90,89,64,31,9,0,0,0,0,0,0,0,0,0,39,60,74,77,71,63,62,68,71,70,74,82,72,43,15,0,0,0,0,0,0,0,0,0,0,41,62,79,87,83,74,68,72,83,89,83,63,0,0,0
ChIJlfkoBOdXzpQR4uVSbRo4qKY,Pão de Açúcar,-23.5355518,-46.68797060000001,"Av. Prof. Alfonso Bovero, 1425 - Pompeia, São Paulo - SP, 05019-011, Brazil",medio,perdizes,0,0,0,0,0,0,0,14,28,47,66,79,82,77,71,72,81,93,100,93,75,51,29,0,0,0,0,0,0,0,0,23,47,66,81,93,94,82,72,72,76,78,74,64,49,34,22,0,0,0,0,0,0,0,0,13,25,39,51,58,58,54,51,54,62,71,75,70,57,40,24,0,0,0,0,0,0,0,0,25,44,57,65,73,79,78,72,67,70,78,84,81,66,46,27,0,0,0,0,0,0,0,0,21,35,52,68,80,85,82,77,74,79,90,99,98,82,58,34,0,0,0,0,0,0,0,0,20,36,58,79,95,100,93,80,72,77,89,94,86,73,57,30,0,0,0,0,0,0,0,0,15,31,53,74,88,93,94,89,81,70,68,81,94,79,43,0,0
ChIJW1b8ahtYzpQRrBq6BPI5PNA,Sonda Supermercados - Água Branca,-23.5271,-46.671913,"Av. Francisco Matarazzo, 892 - Barra Funda, São Paulo - SP, 05001-100, Brazil",medio,barra funda,0,0,0,0,0,0,0,0,35,39,42,51,61,63,56,49,48,55,63,63,53,0,0,0,0,0,0,0,0,0,0,0,36,45,51,60,68,69,63,54,48,46,47,44,35,0,0,0,0,0,0,0,0,0,0,0,45,49,52,59,66,65,56,49,48,52,54,50,40,0,0,0,0,0,0,0,0,0,0,0,33,37,42,49,57,59,54,48,47,51,55,53,44,0,0,0,0,0,0,0,0,0,0,0,41,48,52,58,63,65,62,59,58,62,65,63,54,0,0,0,0,0,0,0,0,0,0,0,46,68,87,99,100,92,83,80,84,87,83,73,63,0,0,0,0,0,0,0,0,0,0,0,30,48,67,81,85,80,68,58,55,60,63,57,0,0,0,0
ChIJb00Dt-JXzpQR_pktmsvEeGs,Hipermercado Zaffari São Paulo,-23.526653,-46.6809748,"R. Palestra Itália, 500 - Perdizes, São Paulo - SP, 05005-030, Brazil",medio,barra funda,0,0,0,0,0,0,0,0,7,14,23,36,48,59,65,65,62,60,63,69,65,49,27,0,0,0,0,0,0,0,0,0,8,17,29,42,55,63,64,60,55,53,55,55,47,32,17,0,0,0,0,0,0,0,0,0,6,12,20,28,36,43,46,46,44,43,47,51,47,34,18,0,0,0,0,0,0,0,0,0,7,14,23,33,42,50,54,57,58,57,59,62,62,48,26,0,0,0,0,0,0,0,0,0,8,15,24,37,49,59,65,64,61,60,66,75,73,54,30,0,0,0,0,0,0,0,0,0,10,22,39,56,68,77,87,95,98,95,92,91,81,60,34,0,0,0,0,0,0,0,0,0,0,15,35,54,63,69,83,97,100,95,96,93,70,35,0,0
ChIJbaXyNOv4zpQRK68o7noESAE,Mambo supermarkets - Vila Leopoldina,-23.5221016,-46.7247334,"R. Aliança Liberal, 322 - Vila Leopoldina, São Paulo - SP, 05088-000, Brazil",grande,vila leopoldina,0,0,0,0,0,0,0,20,33,48,61,69,69,64,62,74,89,88,79,81,71,37,9,0,0,0,0,0,0,0,0,20,41,67,90,98,91,77,68,69,74,74,69,58,42,24,11,0,0,0,0,0,0,0,0,18,32,48,59,62,60,57,57,56,55,59,64,61,43,22,8,0,0,0,0,0,0,0,0,18,32,50,68,79,81,74,63,57,64,77,85,76,53,29,11,0,0,0,0,0,0,0,0,25,40,56,69,74,73,67,66,71,83,93,92,77,54,31,14,0,0,0,0,0,0,0,0,20,36,56,76,89,91,82,71,68,80,94,97,87,63,33,11,0,0,0,0,0,0,0,0,0,22,46,75,98,100,82,61,55,67,85,89,72,45,20,0,0
ChIJk766d4H4zpQR6Bofz84tAUg,Pão de Açúcar,-23.53477879999999,-46.7129506,"R. Bairi, 435 - Alto da Lapa, São Paulo - SP, 05061-300, Brazil",medio,lapa,0,0,0,0,0,0,0,25,40,55,68,75,74,68,61,59,66,79,89,88,74,51,29,0,0,0,0,0,0,0,0,38,50,56,67,79,79,69,60,62,70,76,75,65,49,32,18,0,0,0,0,0,0,0,0,30,40,45,49,56,62,60,53,50,55,66,74,70,55,36,19,0,0,0,0,0,0,0,0,30,44,55,64,71,76,74,67,59,60,70,81,82,68,45,24,0,0,0,0,0,0,0,0,35,52,62,67,72,75,75,71,70,76,85,90,84,68,46,26,0,0,0,0,0,0,0,0,12,28,51,76,95,100,90,76,66,66,70,71,64,49,31,17,0,0,0,0,0,0,0,0,7,17,33,51,62,63,56,48,44,43,45,55,61,46,20,0,0
ChIJ2_zBeGT5zpQRcav-hpNz1wg,DIA Supermercado,-23.5338462,-46.72860800000001,"Av. Imperatriz Leopoldina, 1444 - Vila Leopoldina, São Paulo - SP, 05305-002, Brazil",medio,vila leopoldina,0,0,0,0,0,0,0,0,29,12,24,41,52,47,34,27,42,70,81,58,23,0,0,0,0,0,0,0,0,0,0,0,6,25,48,69,78,72,59,54,60,63,54,60,36,0,0,0,0,0,0,0,0,0,0,0,16,29,21,34,47,50,47,48,62,71,56,27,4,0,0,0,0,0,0,0,0,0,0,0,38,38,33,49,59,59,50,42,52,80,100,82,41,0,0,0,0,0,0,0,0,0,0,0,33,30,41,68,85,78,58,47,58,80,88,67,33,0,0,0,0,0,0,0,0,0,0,0,8,37,50,54,66,67,53,46,63,88,83,47,12,0,0,0,0,0,0,0,0,0,0,0,8,27,38,72,78,52,0,0,0,0,0,0,0,0,0,0
ChIJFRCpe2X5zpQRyV2qBX2S3Os,Oba Hortifruti - Vila Leopoldina,-23.531838,-46.7321679,"Rua Fröben, 99 - Vila Leopoldina, São Paulo - SP, 05315-010, Brazil",medio,vila leopoldina,0,0,0,0,0,0,0,7,19,32,43,51,57,58,51,47,52,64,71,65,46,25,0,0,0,0,0,0,0,0,0,16,28,43,59,70,74,71,62,54,51,53,52,44,30,16,0,0,0,0,0,0,0,0,0,11,20,31,42,51,55,53,46,40,39,43,45,39,26,13,0,0,0,0,0,0,0,0,0,14,24,31,37,48,61,64,54,45,46,54,57,48,31,15,0,0,0,0,0,0,0,0,0,22,37,41,42,52,65,67,55,44,46,58,67,60,40,19,0,0,0,0,0,0,0,0,0,12,23,40,60,76,82,75,63,55,59,69,72,61,41,20,0,0,0,0,0,0,0,0,0,6,17,38,66,91,100,88,66,51,52,65,72,60,38,17,0,0
